Station,Date,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),LAT,LONG
Seletar,2022-10-19,7.2,28.3,31.7,25.7,4.9,25.9,1.4166,103.8654
Seletar,2022-10-20,0,29.6,33.7,26.6,7.6,27.8,1.4166,103.8654
Seletar,2022-10-21,38.8,26.5,30.1,22.2,5.2,24.1,1.4166,103.8654
Seletar,2022-10-22,4,26.4,31.1,24.4,5.9,24.1,1.4166,103.8654
Seletar,2022-10-23,0,26.8,30.1,24.1,6.7,24.1,1.4166,103.8654
Seletar,2022-10-24,1,27.1,30.1,25.5,6.6,22.2,1.4166,103.8654
Seletar,2022-10-25,37.6,26.5,31,22.8,6.3,57.4,1.4166,103.8654
Seletar,2022-10-26,0.4,26,28.9,24.2,5.9,31.5,1.4166,103.8654
Seletar,2022-10-27,1.4,27.7,32.3,24.3,7.9,35.2,1.4166,103.8654
Seletar,2022-10-28,5.6,27.9,33.3,24.9,6.9,44.4,1.4166,103.8654
Seletar,2022-10-29,0,27.9,32.4,25.3,5.8,29.6,1.4166,103.8654
Seletar,2022-10-30,43.8,27.8,32.7,23.5,7.3,33.3,1.4166,103.8654
Seletar,2022-10-31,13,27.2,31.5,23.6,6.8,29.6,1.4166,103.8654
Seletar,2022-11-01,0,27,29.7,24.5,5.3,50,1.4166,103.8654
Seletar,2022-11-02,0,27.4,31.9,25,4.6,25.9,1.4166,103.8654
Seletar,2022-11-03,14.8,27.4,31.4,24.6,5.2,24.1,1.4166,103.8654
Seletar,2022-11-04,0.8,28.2,32.6,23.9,6.8,31.5,1.4166,103.8654
Seletar,2022-11-05,32.4,25.3,27.5,22.1,4.8,55.6,1.4166,103.8654
Seletar,2022-11-06,1,26.6,31.5,24.3,6,31.5,1.4166,103.8654
Seletar,2022-11-07,31,26.6,32.8,23.2,4.9,24.1,1.4166,103.8654
Seletar,2022-11-08,28.2,25.9,31.7,23.8,4.2,50,1.4166,103.8654
Seletar,2022-11-09,0.8,26.2,28.6,24.1,6.6,27.8,1.4166,103.8654
Seletar,2022-11-10,11.2,26.7,29.9,24.5,6,27.8,1.4166,103.8654
Seletar,2022-11-11,1.2,26.9,31.5,24.4,5.2,31.5,1.4166,103.8654
Seletar,2022-11-12,54.4,26,31,24.5,5.3,25.9,1.4166,103.8654
Seletar,2022-11-13,11.4,26,30.4,23.9,4.6,31.5,1.4166,103.8654
Seletar,2022-11-14,111.2,26.9,32.1,23.2,6,31.5,1.4166,103.8654
Seletar,2022-11-15,2.2,27.6,31.7,23.9,7.1,48.2,1.4166,103.8654
Seletar,2022-11-16,37.4,27.1,33.3,24.4,6,35.2,1.4166,103.8654
Seletar,2022-11-17,0.4,27.5,31.6,24.6,4.6,24.1,1.4166,103.8654
Seletar,2022-11-18,0,28.3,31.8,25.5,6.9,33.3,1.4166,103.8654
Seletar,2022-11-19,7,25.9,27.2,23,5.6,48.2,1.4166,103.8654
Seletar,2022-11-20,0.2,27.5,31.2,24,7.6,42.6,1.4166,103.8654
Seletar,2022-11-21,3,28,32,23.1,8.3,55.6,1.4166,103.8654
Seletar,2022-11-22,1.2,29,32.6,25.6,7.9,38.9,1.4166,103.8654
Seletar,2022-11-23,8.2,26.8,30.6,23.3,5.8,46.3,1.4166,103.8654
Seletar,2022-11-24,34.2,28.4,33.4,23.2,6.4,48.2,1.4166,103.8654
Seletar,2022-11-25,8.4,27.5,31,23.9,5.8,25.9,1.4166,103.8654
Seletar,2022-11-26,0,27.9,32.3,25.5,5.9,24.1,1.4166,103.8654
Seletar,2022-11-27,6.6,26.1,29.1,23.5,4.6,42.6,1.4166,103.8654
Seletar,2022-11-28,17,26.7,32.4,24.4,6.4,40.7,1.4166,103.8654
Seletar,2022-11-29,2.4,26.6,31.9,24.3,5.6,40.7,1.4166,103.8654
Seletar,2022-11-30,59.6,26.4,32.8,23.4,5.6,33.3,1.4166,103.8654
Seletar,2022-12-01,36,25.8,30.7,23.9,4.4,31.5,1.4166,103.8654
Seletar,2022-12-02,28.4,25.9,29.3,23.5,4.7,37,1.4166,103.8654
Seletar,2022-12-03,0.2,27.2,31.4,23.4,6.6,38.9,1.4166,103.8654
Seletar,2022-12-04,28.8,26.8,30.1,23.5,4.3,33.3,1.4166,103.8654
Seletar,2022-12-05,4.4,26.3,30.3,23.8,4.6,29.6,1.4166,103.8654
Seletar,2022-12-06,5,26.6,32.2,23.8,4.1,31.5,1.4166,103.8654
Seletar,2022-12-07,1,27.1,31.9,25.1,4.2,35.2,1.4166,103.8654
Seletar,2022-12-08,1.2,26.6,30.2,24.5,5.9,27.8,1.4166,103.8654
Seletar,2022-12-09,0,26.2,30,23.8,6.6,24.1,1.4166,103.8654
Seletar,2022-12-10,0,26.7,30.4,24.1,4.9,18.5,1.4166,103.8654
Seletar,2022-12-11,60.2,25.3,26.6,23.4,4.2,51.9,1.4166,103.8654
Seletar,2022-12-12,0,26.5,29.4,24,6,16.7,1.4166,103.8654
Seletar,2022-12-13,10.4,26,30.4,24.3,10.3,37,1.4166,103.8654
Seletar,2022-12-14,3.8,25.3,26.5,24.5,9,22.2,1.4166,103.8654
Seletar,2022-12-15,2.6,25.8,28.7,24.3,8.2,27.8,1.4166,103.8654
Seletar,2022-12-16,0.6,27.3,32.6,24.1,8.3,31.5,1.4166,103.8654
Seletar,2022-12-17,23.8,26.7,31.3,24.6,8.6,31.5,1.4166,103.8654
Seletar,2022-12-18,55.4,26.1,30.8,24.2,7,29.6,1.4166,103.8654
Seletar,2022-12-19,0.6,25.7,27.8,24,8.5,24.1,1.4166,103.8654
Seletar,2022-12-20,48.4,26.3,31.9,23,6.4,37,1.4166,103.8654
Seletar,2022-12-21,11.2,27,31.1,23.7,6.7,25.9,1.4166,103.8654
Seletar,2022-12-22,0,26.1,29,24.6,8.2,29.6,1.4166,103.8654
Seletar,2022-12-23,0.4,26.2,30.1,24.2,11.6,37,1.4166,103.8654
Seletar,2022-12-24,0,26.9,30.7,24.6,16.2,38.9,1.4166,103.8654
Seletar,2022-12-25,13.8,27.2,31.6,24.4,15.9,37,1.4166,103.8654
Seletar,2022-12-26,0,26.9,30.1,25,16.4,37,1.4166,103.8654
Seletar,2022-12-27,0.2,26.8,30.5,24.5,14.5,35.2,1.4166,103.8654
Seletar,2022-12-28,1.2,26.7,29.6,24.7,11.1,31.5,1.4166,103.8654
Seletar,2022-12-29,2.2,26.5,30.6,25,9.7,42.6,1.4166,103.8654
Seletar,2022-12-30,0,27.2,31,24.9,12.3,33.3,1.4166,103.8654
Seletar,2022-12-31,2.2,27.2,31.3,24,13.7,44.4,1.4166,103.8654
Seletar,2023-01-01,0,27,30.4,24.8,10.8,27.8,1.4166,103.8654
Seletar,2023-01-02,0,27.5,31.6,24.5,11.7,33.3,1.4166,103.8654
Seletar,2023-01-03,1.2,27.6,32.1,25.1,10.8,35.2,1.4166,103.8654
Seletar,2023-01-04,0,26.6,29.5,24.6,11.9,38.9,1.4166,103.8654
Seletar,2023-01-05,9.2,26.8,31.8,24.7,6.5,35.2,1.4166,103.8654
Seletar,2023-01-06,0,28.3,33.1,25.5,8.2,33.3,1.4166,103.8654
Seletar,2023-01-07,0.6,27.8,32,25.5,8.1,27.8,1.4166,103.8654
Seletar,2023-01-08,0,28.2,33.1,25.3,8.3,37,1.4166,103.8654
Seletar,2023-01-09,0,27.5,33,25.2,7.6,29.6,1.4166,103.8654
Seletar,2023-01-10,0,27.4,31.4,25.1,7.4,27.8,1.4166,103.8654
Seletar,2023-01-11,3.6,25.9,30.3,24.4,5.9,48.2,1.4166,103.8654
Seletar,2023-01-12,0,27.3,32.6,23.7,7.9,31.5,1.4166,103.8654
Seletar,2023-01-13,12.2,26.8,31.8,25.3,5.5,29.6,1.4166,103.8654
Seletar,2023-01-14,6.2,26.7,32.3,24.4,5,40.7,1.4166,103.8654
Seletar,2023-01-15,0,27.4,32.2,24.4,5.2,25.9,1.4166,103.8654
Seletar,2023-01-16,0,27.5,31.2,24.8,11.4,37,1.4166,103.8654
Seletar,2023-01-17,0,28.1,32.6,25.3,15.7,35.2,1.4166,103.8654
Seletar,2023-01-18,0,27.3,31.8,25.3,16.1,42.6,1.4166,103.8654
Seletar,2023-01-19,4,26.3,30.1,24.9,11.3,55.6,1.4166,103.8654
Seletar,2023-01-20,14,25.9,28.5,24.4,9.2,44.4,1.4166,103.8654
Seletar,2023-01-21,0,27.4,32,25,12,37,1.4166,103.8654
Seletar,2023-01-22,24.6,26.1,30.6,24.8,7.3,38.9,1.4166,103.8654
Seletar,2023-01-23,12.2,25.4,27.4,24,4.7,22.2,1.4166,103.8654
Seletar,2023-01-24,36,23.9,24.7,22.8,5.5,29.6,1.4166,103.8654
Seletar,2023-01-25,25.8,23.9,25.2,23.2,8.3,35.2,1.4166,103.8654
Seletar,2023-01-26,4.2,24.8,27.3,22.9,7.2,31.5,1.4166,103.8654
Seletar,2023-01-27,0,26.9,31.7,23.6,9.3,31.5,1.4166,103.8654
Seletar,2023-01-28,6.8,24.4,25.2,23.7,10.3,33.3,1.4166,103.8654
Seletar,2023-01-29,10,24.4,25.9,23.1,18.6,48.2,1.4166,103.8654
Seletar,2023-01-30,4.6,25.6,28.5,23.9,16.1,46.3,1.4166,103.8654
Seletar,2023-01-31,2.8,25.1,26.9,24.3,10.8,37,1.4166,103.8654
Seletar,2023-02-01,0,26.5,31.2,23.4,10,29.6,1.4166,103.8654
Seletar,2023-02-02,0.8,26.9,31.5,24.8,9.5,35.2,1.4166,103.8654
Seletar,2023-02-03,5.2,26.6,31.6,23.3,7.9,40.7,1.4166,103.8654
Seletar,2023-02-04,10.8,24.9,27.4,23.8,8,27.8,1.4166,103.8654
Seletar,2023-02-05,7,26.3,31.2,24.2,8.3,37,1.4166,103.8654
Seletar,2023-02-06,0,26.3,30.7,24.3,7.3,29.6,1.4166,103.8654
Seletar,2023-02-07,0,27,31.3,24,9.1,24.1,1.4166,103.8654
Seletar,2023-02-08,0,27.3,31.4,24.7,14.6,37,1.4166,103.8654
Seletar,2023-02-09,0,27.5,31.4,25.5,13.5,25.9,1.4166,103.8654
Seletar,2023-02-10,13.2,27.4,32.9,25.2,11.1,31.5,1.4166,103.8654
Seletar,2023-02-11,0,27.4,31.3,25.3,10.8,29.6,1.4166,103.8654
Seletar,2023-02-12,42.8,25.6,30.8,22.5,6,40.7,1.4166,103.8654
Seletar,2023-02-13,0,26.8,32.8,23.8,6.9,25.9,1.4166,103.8654
Seletar,2023-02-14,63.8,26.7,32.7,24.3,7.8,42.6,1.4166,103.8654
Seletar,2023-02-15,8,26,29.4,22,13.3,50,1.4166,103.8654
Seletar,2023-02-16,0,26.8,30.8,23.4,12.9,33.3,1.4166,103.8654
Seletar,2023-02-17,0,27,30.9,23.7,13.8,35.2,1.4166,103.8654
Seletar,2023-02-18,0,27.7,32.1,24.9,16.1,40.7,1.4166,103.8654
Seletar,2023-02-19,0,27.7,32.4,25.1,17.2,37,1.4166,103.8654
Seletar,2023-02-20,1.8,26.7,30.6,24.6,13.6,37,1.4166,103.8654
Seletar,2023-02-21,0,27.1,30.8,24,18,38.9,1.4166,103.8654
Seletar,2023-02-22,0,27.2,30.6,25,16.1,38.9,1.4166,103.8654
Seletar,2023-02-23,0,27.5,31.6,24.9,16.4,35.2,1.4166,103.8654
Seletar,2023-02-24,0,27.8,31.9,25.2,17.7,40.7,1.4166,103.8654
Seletar,2023-02-25,0,27.2,32.2,24,16,37,1.4166,103.8654
Seletar,2023-02-26,2.4,27.1,31.6,24.3,21.1,48.2,1.4166,103.8654
Seletar,2023-02-27,0.8,26.7,30.3,24.6,15.7,53.7,1.4166,103.8654
Seletar,2023-02-28,143,24.8,27.5,22,8.8,46.3,1.4166,103.8654
Seletar,2023-03-01,64.8,23.7,26.4,22,6.6,29.6,1.4166,103.8654
Seletar,2023-03-02,53,24.7,30.2,22.7,7.3,44.4,1.4166,103.8654
Seletar,2023-03-03,49,24.5,25.2,23.5,4.8,27.8,1.4166,103.8654
Seletar,2023-03-04,29,24.2,25.2,22.5,12.4,40.7,1.4166,103.8654
Seletar,2023-03-05,15.8,25.2,29.3,23.4,9.3,44.4,1.4166,103.8654
Seletar,2023-03-06,1.2,25.9,29.9,23.6,13.3,37,1.4166,103.8654
Seletar,2023-03-07,1.8,25.9,29.5,23.7,16.1,37,1.4166,103.8654
Seletar,2023-03-08,0,26.6,31.4,24.3,16.2,40.7,1.4166,103.8654
Seletar,2023-03-09,0,27.3,31.9,24.5,18.4,37,1.4166,103.8654
Seletar,2023-03-10,0,27.2,31,25.2,18.4,37,1.4166,103.8654
Seletar,2023-03-11,0,27.3,31.5,25.2,16,33.3,1.4166,103.8654
Seletar,2023-03-12,0,27.1,32,24.3,14.5,31.5,1.4166,103.8654
Seletar,2023-03-13,0,26.9,31.3,24.7,19.7,42.6,1.4166,103.8654
Seletar,2023-03-14,0,26.6,30.5,24.2,17.4,50,1.4166,103.8654
Seletar,2023-03-15,0,26.6,30.9,23.6,16.2,35.2,1.4166,103.8654
Seletar,2023-03-16,0,27.4,32.1,24.1,17,35.2,1.4166,103.8654
Seletar,2023-03-17,0,27.6,32.3,24.9,16.9,35.2,1.4166,103.8654
Seletar,2023-03-18,0,27.5,32.1,24.9,17.5,37,1.4166,103.8654
Seletar,2023-03-19,0,27.8,32.4,25.4,15.4,38.9,1.4166,103.8654
Seletar,2023-03-20,11.8,27.1,32.1,25.4,12.4,31.5,1.4166,103.8654
Seletar,2023-03-21,3.8,26.7,30.7,23.4,7.1,35.2,1.4166,103.8654
Seletar,2023-03-22,0,27.6,33.6,25.1,7.8,31.5,1.4166,103.8654
Seletar,2023-03-23,0,28.4,33.8,25.1,9.7,29.6,1.4166,103.8654
Seletar,2023-03-24,5.6,27.4,32.9,24.1,6.9,48.2,1.4166,103.8654
Seletar,2023-03-25,15,26.1,31.4,24.3,5.6,31.5,1.4166,103.8654
Seletar,2023-03-26,0.2,26.9,32.9,24.3,5.8,40.7,1.4166,103.8654
Seletar,2023-03-27,1.4,25.9,27.8,24.3,5.2,31.5,1.4166,103.8654
Seletar,2023-03-28,0,28.3,33.5,24.4,8.6,27.8,1.4166,103.8654
Seletar,2023-03-29,15.4,27.5,33.2,25,8.5,42.6,1.4166,103.8654
Seletar,2023-03-30,54.2,27.2,33.1,22.4,10.6,42.6,1.4166,103.8654
Seletar,2023-03-31,23.8,27.2,33.2,24,5.7,57.4,1.4166,103.8654
Seletar,2023-04-01,60.2,27,32,24,6.4,35.2,1.4166,103.8654
Seletar,2023-04-02,0.8,27.2,32.4,25,4.9,29.6,1.4166,103.8654
Seletar,2023-04-03,17.2,26,28.4,24.1,5.9,25.9,1.4166,103.8654
Seletar,2023-04-04,0,28.7,33.9,24.8,5.6,29.6,1.4166,103.8654
Seletar,2023-04-05,0,27.2,29.6,25.1,5.1,38.9,1.4166,103.8654
Seletar,2023-04-06,0,27.9,31.8,24.6,5.2,33.3,1.4166,103.8654
Seletar,2023-04-07,0,27.3,30.5,25.6,5.2,27.8,1.4166,103.8654
Seletar,2023-04-08,0.2,27.6,33.3,25.3,4.6,40.7,1.4166,103.8654
Seletar,2023-04-09,0,28.4,32.9,25.4,11.4,35.2,1.4166,103.8654
Seletar,2023-04-10,33.8,27.3,33.7,23.7,5.1,50,1.4166,103.8654
Seletar,2023-04-11,0,28.4,34,24.4,6.2,24.1,1.4166,103.8654
Seletar,2023-04-12,0,29.2,34.1,25.6,6.4,22.2,1.4166,103.8654
Seletar,2023-04-13,20,27.8,33,23,6.6,53.7,1.4166,103.8654
Seletar,2023-04-14,16.6,28.3,33.9,25.2,5.5,44.4,1.4166,103.8654
Seletar,2023-04-15,2.4,28.8,33.3,25,5.4,35.2,1.4166,103.8654
Seletar,2023-04-16,6.2,28,33.4,24.5,5.3,44.4,1.4166,103.8654
Seletar,2023-04-17,12.6,27.9,33.6,23.8,6.8,46.3,1.4166,103.8654
Seletar,2023-04-18,0.2,29.3,34.8,26.2,7.6,27.8,1.4166,103.8654
Seletar,2023-04-19,7,28.2,31.4,26.1,5.4,27.8,1.4166,103.8654
Seletar,2023-04-20,1.6,27.2,30.4,23.7,5.6,55.6,1.4166,103.8654
Seletar,2023-04-21,0.6,28.2,32.6,25.4,6.4,24.1,1.4166,103.8654
Seletar,2023-04-22,20.4,28.6,33.7,25.3,5.9,46.3,1.4166,103.8654
Seletar,2023-04-23,0,29.1,33.8,26.3,8,31.5,1.4166,103.8654
Seletar,2023-04-24,0,29.1,33.6,26.4,7.3,29.6,1.4166,103.8654
Seletar,2023-04-25,7.4,28.4,31.9,26.3,4.7,38.9,1.4166,103.8654
Seletar,2023-04-26,0,29,33.6,25.4,7.3,27.8,1.4166,103.8654
Seletar,2023-04-27,1.4,28.6,33.2,26.8,5.9,33.3,1.4166,103.8654
Seletar,2023-04-28,1.2,27.4,32.4,25.4,3.9,35.2,1.4166,103.8654
Seletar,2023-04-29,9.2,27.8,34.6,25.1,4.2,38.9,1.4166,103.8654
Seletar,2023-04-30,14,27.4,31.3,24.6,4,33.3,1.4166,103.8654
Seletar,2023-05-01,0,29.2,33.7,25.2,8.7,25.9,1.4166,103.8654
Seletar,2023-05-02,0,29.6,33.6,26.4,8.7,29.6,1.4166,103.8654
Seletar,2023-05-03,5.2,28.4,34,24.9,5.9,53.7,1.4166,103.8654
Seletar,2023-05-04,15,28.2,33.5,26,4.9,35.2,1.4166,103.8654
Seletar,2023-05-05,0,28.6,33.2,25.8,5.9,24.1,1.4166,103.8654
Seletar,2023-05-06,1.8,29,32.9,25.3,7.2,31.5,1.4166,103.8654
Seletar,2023-05-07,2.4,28.3,31.6,25.3,10.3,40.7,1.4166,103.8654
Seletar,2023-05-08,0.2,30.1,33.5,27.1,12,33.3,1.4166,103.8654
Seletar,2023-05-09,0,29.8,34.2,26.5,8.3,31.5,1.4166,103.8654
Seletar,2023-05-10,0,30.7,34.4,28.5,9.6,25.9,1.4166,103.8654
Seletar,2023-05-11,0,30.4,34.5,28.1,11.1,50,1.4166,103.8654
Seletar,2023-05-12,0,30.3,34.8,27.2,10.5,24.1,1.4166,103.8654
Seletar,2023-05-13,0,30.6,35.7,26.5,7.4,25.9,1.4166,103.8654
Seletar,2023-05-14,15.8,29.2,34.5,23.9,6.6,48.2,1.4166,103.8654
Seletar,2023-05-15,0,28.5,33.5,26.3,5.6,44.4,1.4166,103.8654
Seletar,2023-05-16,7.8,27.3,30.7,23.6,6.2,44.4,1.4166,103.8654
Seletar,2023-05-17,4.4,27.8,33.3,24.5,4.7,40.7,1.4166,103.8654
Seletar,2023-05-18,0,29,33.5,25.5,5.8,29.6,1.4166,103.8654
Seletar,2023-05-19,0.4,28.8,32.4,25.5,6.3,27.8,1.4166,103.8654
Seletar,2023-05-20,0,29.4,32.5,26.9,8.2,35.2,1.4166,103.8654
Seletar,2023-05-21,12.8,27,29.2,22.6,4.7,50,1.4166,103.8654
Seletar,2023-05-22,0,29.2,33.5,24.9,7.8,35.2,1.4166,103.8654
Seletar,2023-05-23,1.8,28.8,33.1,24.4,7.2,37,1.4166,103.8654
Seletar,2023-05-24,0,29.9,33.5,26.5,7.9,35.2,1.4166,103.8654
Seletar,2023-05-25,0,30.1,33.4,28.1,9.4,31.5,1.4166,103.8654
Seletar,2023-05-26,21.4,28.6,31.6,25.1,7.9,33.3,1.4166,103.8654
Seletar,2023-05-27,0,28.8,33.5,26.1,5.6,31.5,1.4166,103.8654
Seletar,2023-05-28,0,29.2,33.2,26.5,7.5,31.5,1.4166,103.8654
Seletar,2023-05-29,0.4,29.8,33.7,25.7,8.4,38.9,1.4166,103.8654
Seletar,2023-05-30,0.6,29.6,33.8,26.8,9,31.5,1.4166,103.8654
Seletar,2023-05-31,0,30.4,33.9,27.6,10.5,29.6,1.4166,103.8654
Seletar,2023-06-01,45.2,26.9,29.6,23.9,7.2,57.4,1.4166,103.8654
Seletar,2023-06-02,0,28.8,33.6,24.8,7.2,25.9,1.4166,103.8654
Seletar,2023-06-03,2.2,28.7,32.6,26.3,5.2,35.2,1.4166,103.8654
Seletar,2023-06-04,20,26.6,30.4,24.7,4.9,37,1.4166,103.8654
Seletar,2023-06-05,0,28.7,33.3,24.2,6.1,27.8,1.4166,103.8654
Seletar,2023-06-06,1.4,28.2,31,26,5.9,25.9,1.4166,103.8654
Seletar,2023-06-07,0,28.7,32.4,26.4,8.3,35.2,1.4166,103.8654
Seletar,2023-06-08,0,29.3,32.9,26.2,8.5,29.6,1.4166,103.8654
Seletar,2023-06-09,0,29.6,33.9,26.8,8.9,31.5,1.4166,103.8654
Seletar,2023-06-10,0,29.8,33.6,27,10.6,38.9,1.4166,103.8654
Seletar,2023-06-11,0,29.9,33.1,27.5,9.7,29.6,1.4166,103.8654
Seletar,2023-06-12,24,27.5,30,24.3,7.1,37,1.4166,103.8654
Seletar,2023-06-13,0,28.9,33.1,25.5,8.9,31.5,1.4166,103.8654
Seletar,2023-06-14,0,28.1,31.1,26.5,6,22.2,1.4166,103.8654
Seletar,2023-06-15,0,28.8,32.9,25.7,6.1,27.8,1.4166,103.8654
Seletar,2023-06-16,0.2,30,33.4,26.6,8.3,25.9,1.4166,103.8654
Seletar,2023-06-17,0,29.6,33.5,27.7,7.9,31.5,1.4166,103.8654
Seletar,2023-06-18,3.8,27.8,30.9,23.2,5.4,37,1.4166,103.8654
Seletar,2023-06-19,24.2,28.1,33.4,25.1,5.6,33.3,1.4166,103.8654
Seletar,2023-06-20,0,29.2,33.8,26.1,7,29.6,1.4166,103.8654
Seletar,2023-06-21,0,30,33.4,27,11,35.2,1.4166,103.8654
Seletar,2023-06-22,0,29.7,33.4,26.6,9.3,27.8,1.4166,103.8654
Seletar,2023-06-23,4.2,28.5,33.5,26.1,7.6,42.6,1.4166,103.8654
Seletar,2023-06-24,1.2,27.7,32.4,24.2,5.9,38.9,1.4166,103.8654
Seletar,2023-06-25,0,28.6,32.7,25.5,5.6,25.9,1.4166,103.8654
Seletar,2023-06-26,15.6,27.6,30.8,23.4,6.4,42.6,1.4166,103.8654
Seletar,2023-06-27,19,27.6,31.3,23.8,6.6,37,1.4166,103.8654
Seletar,2023-06-28,1,27.9,31.4,25.1,7.2,33.3,1.4166,103.8654
Seletar,2023-06-29,8.2,28.7,32.7,24.3,9.5,31.5,1.4166,103.8654
Seletar,2023-06-30,21.4,28,31.1,24.2,6.1,50,1.4166,103.8654
Seletar,2023-07-01,0.4,27.6,32.1,24.4,10.5,38.9,1.4166,103.8654
Seletar,2023-07-02,0,29.4,33,27,7.9,25.9,1.4166,103.8654
Seletar,2023-07-03,3.4,28.4,33,25.4,6.3,35.2,1.4166,103.8654
Seletar,2023-07-04,0,29.3,33.3,26.4,8.6,25.9,1.4166,103.8654
Seletar,2023-07-05,0,28.3,33.6,25.3,6.6,33.3,1.4166,103.8654
Seletar,2023-07-06,1.2,27,29.1,25.5,6.3,20.4,1.4166,103.8654
Seletar,2023-07-07,19.6,27.1,32.1,23.9,6.7,35.2,1.4166,103.8654
Seletar,2023-07-08,0.6,28.4,32.8,25.2,9.3,31.5,1.4166,103.8654
Seletar,2023-07-09,1.8,27.8,31.3,26,5.3,37,1.4166,103.8654
Seletar,2023-07-10,2.6,27.4,31.2,25.2,5.6,29.6,1.4166,103.8654
Seletar,2023-07-11,3.2,25.8,27.5,24.7,6,31.5,1.4166,103.8654
Seletar,2023-07-12,0,27.6,31.9,24.4,4.8,33.3,1.4166,103.8654
Seletar,2023-07-13,0,29.1,33.4,25.2,6.4,25.9,1.4166,103.8654
Seletar,2023-07-14,20.4,26,27.8,23.6,5.4,33.3,1.4166,103.8654
Seletar,2023-07-15,0,28,32.2,24.7,5.6,29.6,1.4166,103.8654
Seletar,2023-07-16,0,29.3,32.3,26.3,8.4,33.3,1.4166,103.8654
Seletar,2023-07-17,1.8,28.6,31.4,25.5,9,35.2,1.4166,103.8654
Seletar,2023-07-18,0.2,27.6,30.5,25.4,7.3,29.6,1.4166,103.8654
Seletar,2023-07-19,8,27.6,29.8,23.5,7.2,50,1.4166,103.8654
Seletar,2023-07-20,43.6,25.4,28,22.1,5.4,50,1.4166,103.8654
Seletar,2023-07-21,0,28.5,32.3,25.5,9.6,33.3,1.4166,103.8654
Seletar,2023-07-22,0,29.3,32.5,26.3,10.7,35.2,1.4166,103.8654
Seletar,2023-07-23,6,28.5,31.8,24.3,7.6,44.4,1.4166,103.8654
Seletar,2023-07-24,0,28.9,33.5,25.5,9.8,31.5,1.4166,103.8654
Seletar,2023-07-25,0,29.8,33.4,26.9,11,29.6,1.4166,103.8654
Seletar,2023-07-26,0,30,33.1,27.9,11.6,31.5,1.4166,103.8654
Seletar,2023-07-27,0,30,33,28.2,12.1,35.2,1.4166,103.8654
Seletar,2023-07-28,0,30,32.9,28,12.8,29.6,1.4166,103.8654
Seletar,2023-07-29,0,30,33.2,28.2,15.3,35.2,1.4166,103.8654
Seletar,2023-07-30,0,29.6,33,28,14.5,35.2,1.4166,103.8654
Seletar,2023-07-31,0,29.6,32.8,27.6,15.2,35.2,1.4166,103.8654
Seletar,2023-08-01,0.4,29.6,33.2,27.5,11,33.3,1.4166,103.8654
Seletar,2023-08-02,0,29.9,33.5,27.1,12.5,33.3,1.4166,103.8654
Seletar,2023-08-03,6,26.5,29.2,23.5,6.9,38.9,1.4166,103.8654
Seletar,2023-08-04,0.2,28.8,33.4,25.2,9.4,35.2,1.4166,103.8654
Seletar,2023-08-05,0,29.6,33.3,27.6,11.1,33.3,1.4166,103.8654
Seletar,2023-08-06,0,29.6,34.2,25.1,9.2,31.5,1.4166,103.8654
Seletar,2023-08-07,0,29.7,34.2,26.3,10.1,31.5,1.4166,103.8654
Seletar,2023-08-08,5.4,29.1,32.7,26.9,10.1,35.2,1.4166,103.8654
Seletar,2023-08-09,0,29.5,33.7,26.2,10.3,35.2,1.4166,103.8654
Seletar,2023-08-10,0,29.8,33.9,27.7,10.8,27.8,1.4166,103.8654
Seletar,2023-08-11,1,29,33.7,24.4,11,38.9,1.4166,103.8654
Seletar,2023-08-12,3.6,29.2,32.9,27.3,10.4,31.5,1.4166,103.8654
Seletar,2023-08-13,0,29,32.5,27.4,11,33.3,1.4166,103.8654
Seletar,2023-08-14,54.4,27.3,33.1,23.5,8.7,51.9,1.4166,103.8654
Seletar,2023-08-15,0.6,27,32.7,24.5,4.8,37,1.4166,103.8654
Seletar,2023-08-16,5,27.2,32.4,24.5,6.2,38.9,1.4166,103.8654
Seletar,2023-08-17,14.8,27.2,32.1,24.7,5.2,37,1.4166,103.8654
Seletar,2023-08-18,1.8,26.4,27.7,24.8,4.2,27.8,1.4166,103.8654
Seletar,2023-08-19,44,26.4,30.3,24,4.7,38.9,1.4166,103.8654
Seletar,2023-08-20,0,28.3,31.8,24.6,10.4,38.9,1.4166,103.8654
Seletar,2023-08-21,24.2,26.6,29.1,23.9,6.3,44.4,1.4166,103.8654
Seletar,2023-08-22,0,28.6,33.2,24.7,10,33.3,1.4166,103.8654
Seletar,2023-08-23,0,29.4,33.4,25.7,11.1,37,1.4166,103.8654
Seletar,2023-08-24,0,29.2,33.6,27,9,29.6,1.4166,103.8654
Seletar,2023-08-25,6.4,28.4,32.1,26.1,7.7,44.4,1.4166,103.8654
Seletar,2023-08-26,2.8,27.5,32.1,25.5,6.4,31.5,1.4166,103.8654
Seletar,2023-08-27,0.4,28.3,32.3,24.5,7.2,33.3,1.4166,103.8654
Seletar,2023-08-28,0,28.5,33.1,25.7,8.1,38.9,1.4166,103.8654
Seletar,2023-08-29,1.2,28.5,31,26.4,9.1,38.9,1.4166,103.8654
Seletar,2023-08-30,0,28.4,32,25.2,8.3,44.4,1.4166,103.8654
